Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
05/12/23 05:00,3.29562,16.756599999999999,29.3065,15.934900000000001,23.4756,6.1845699999999999,15.9285,9.5732800000000005,17.781600000000001,117.919,7.8365400000000003,20.1204,60.1,18.8,7.9,21.4,9.1,28.9,11.2,17.7,22.9,7.6,17.100000000000001,5.3,3.1947100000000002,,15.4,17.2,20.2,15.4,23.4,46.9,26.4,13,18,19,9.6,17.0731,29.709800000000001,5.3,21.253499999999999,25.7212,15.817399999999999,10.8317,13.506399999999999,113.08199999999999,18.511199999999999,18.172499999999999,27.738299999999999,31.1,13.091200000000001,3.3,17.6008,42.9,5.6847200000000004,19.290400000000002,7.1,5.37,7.7,9.6999999999999993,7.6,16.510000000000002,17.3,11.62,24.54,11.55,15.539,8.24,23.522400000000001,25.8842,15.404,8.3449600000000004,30.5,48.6,3.4,14.5,4,42.4,11.2,16.8521,2.9152399999999998,6.1638299999999999,8.5324600000000004,10.409599999999999,58.247199999999999,6.8064099999999996,56.387300000000003,42.487000000000002,175.46899999999999,13.757199999999999,8.0671800000000005,18.055,20.799600000000002,5.0999999999999996,18.899999999999999,18.5,11.6,18.2883,38.549900000000001,88.298299999999998,8.6932299999999998,13.257300000000001,27.123000000000001,67.044300000000007,23.033200000000001,51.947400000000002,19.954000000000001,19.7972,56.541699999999999,5.9569400000000003,18.2864,18.697199999999999,6.6079499999999998,19.495999999999999,5.1017799999999998,23.3827,13.498200000000001,15.875400000000001,82.654200000000003,3.2936700000000001,15.654299999999999,26.8218,12.4894,12.4445,8.2054799999999997,20.745699999999999,18.326799999999999,16.8474,7.0026200000000003,15.463200000000001,27.011800000000001,18.325199999999999,29.5242,34.898299999999999
05/12/23 06:00,4.1368999999999998,24.618099999999998,30.808499999999999,24.974399999999999,30.804400000000001,5.5753899999999996,22.002800000000001,8.1477799999999991,43.392299999999999,100.364,10.6769,25.73,42,29.3,8.1,21.5,9.6999999999999993,37.1,11.7,20.9,32,9.8000000000000007,18.100000000000001,6,3.3286199999999999,,19.5,15.3,25.4,18.7,30.3,64.7,27.5,13.5,14.3,10.5,9.4,18.477399999999999,37.976599999999998,6.3,32.807299999999998,20.865200000000002,20.455400000000001,13.630800000000001,21.8202,175.63499999999999,23.9816,16.7895,51.805100000000003,35.799999999999997,24.018899999999999,18.399999999999999,28.273499999999999,89.9,7.6936600000000004,35.479399999999998,9.4,5.67,6.9,12.1,9.4,26.81,22.5,17.62,40.64,19.149999999999999,21.850999999999999,16.239999999999998,26.847100000000001,29.2254,19.325900000000001,12.4239,32.700000000000003,77.3,14.4,20.6,5.0999999999999996,16.8,12.8,22.931899999999999,4.1124499999999999,11.3528,5.1281299999999996,11.938000000000001,137.93799999999999,15.3499,84.633799999999994,60.925800000000002,166.179,24.321200000000001,8.3520000000000003,22.966699999999999,74.458699999999993,6.6,21,23.5,12.7,27.276299999999999,45.226900000000001,85.16,10.422000000000001,16.520700000000001,20.9636,55.548400000000001,35.542999999999999,72.542299999999997,23.948799999999999,15.5153,46.4831,11.3939,21.220199999999998,24.7864,8.1062600000000007,23.947299999999998,7.6718200000000003,37.711500000000001,18.038699999999999,33.473799999999997,61.003500000000003,3.6873300000000002,15.138999999999999,26.115100000000002,12.083600000000001,15.2441,8.1330399999999994,29.588699999999999,23.809100000000001,22.774000000000001,9.0928500000000003,18.488399999999999,47.168500000000002,24.0778,32.808900000000001,11.2155
05/12/23 07:00,5.7201399999999998,16.639700000000001,27.994599999999998,16.424600000000002,21.829699999999999,8.0153099999999995,22.019300000000001,9.3555200000000003,49.268000000000001,140.095,10.3797,26.081600000000002,45.6,30.7,8,17.399999999999999,8.8000000000000007,33.9,17.3,17.5,38.700000000000003,9.6999999999999993,19,6.2,3.2712300000000001,,14,12.4,29.1,21.7,35.9,62,25.4,10.5,18.100000000000001,11.9,10.199999999999999,30.767299999999999,29.314699999999998,6.7,26.1678,15.192399999999999,15.2813,16.9941,25.867699999999999,202.18600000000001,21.7334,19.7239,59.955500000000001,42.5,19.7041,13.3,43.905200000000001,127.7,13.2303,18.779199999999999,11.6,8.57,6.2,11.7,10.6,28.01,17.7,17.82,49.64,24.75,16.184000000000001,20.84,26.848199999999999,32.417900000000003,18.614599999999999,12.158300000000001,36.700000000000003,93.9,10.199999999999999,19.600000000000001,,9.8000000000000007,14.3,20.4833,4.6839399999999998,10.6151,4.3051899999999996,13.527900000000001,120.703,13.5016,43.287999999999997,74.579099999999997,56.214100000000002,21.944299999999998,8.5778400000000001,29.4267,66.189800000000005,6.5,22.4,24.8,11.2,43.306800000000003,47.515099999999997,62.3429,10.081,14.704599999999999,17.970099999999999,65.7898,46.496699999999997,103.816,18.916599999999999,13.1631,29.707799999999999,18.4678,20.024699999999999,33.857799999999997,7.2834599999999998,17.804400000000001,7.9076399999999998,24.489000000000001,13.3819,36.623800000000003,43.351999999999997,3.9127900000000002,14.6906,22.360800000000001,10.855499999999999,15.1294,6.6610199999999997,30.757200000000001,19.270499999999998,23.2882,10.585000000000001,12.928800000000001,26.770099999999999,18.546500000000002,35.252499999999998,7.2353300000000003
05/12/23 08:00,6.3967799999999997,14.829700000000001,35.885899999999999,17.5045,19.9299,8.6399000000000008,17.518599999999999,9.2800999999999991,31.907599999999999,121.45399999999999,6.7779299999999996,24.631599999999999,37.700000000000003,32.700000000000003,7.4,15.9,8.4,31.5,11.8,16,28.8,10,15.9,5.6,2.69733,,11.6,11.4,25.5,15.2,28.8,50.2,20.3,6.7,16.5,14.7,8.6,24.900099999999998,13.153,6.5,19.774899999999999,11.244199999999999,13.4071,16.144400000000001,24.050699999999999,162.77000000000001,22.6267,30.016300000000001,55.314700000000002,37,18.403400000000001,3,65.6053,114.2,9.2036999999999995,22.528099999999998,13.3,15.37,4.8,10.4,8.6999999999999993,22.31,14.9,12.62,46.84,20.05,13.768000000000001,16.04,28.386800000000001,24.668399999999998,19.966100000000001,9.8968699999999998,44.1,58.4,5.0999999999999996,10.8,5,4.0999999999999996,13,17.220600000000001,4.0540399999999996,8.6016300000000001,6.3154399999999997,13.672000000000001,123.625,7.1038800000000002,28.2959,45.0533,65.6935,14.534599999999999,8.4710300000000007,18.4711,62.3521,5.8,20,38.6,10.8,34.915199999999999,34.550600000000003,69.232500000000002,9.89194,13.7622,16.738299999999999,53.297499999999999,38.222499999999997,95.881,18.7103,10.383800000000001,24.0869,17.9023,17.3401,33.1663,5.73909,21.9057,8.26614,12.070600000000001,12.510899999999999,19.459399999999999,16.942,4.1424500000000002,,17.6692,9.6154899999999994,11.9765,5.7270099999999999,24.595199999999998,15.9457,22.608899999999998,9.7841299999999993,13.708500000000001,,18.102599999999999,50.656300000000002,7.3739499999999998
05/12/23 09:00,6.69686,22.360800000000001,20.970199999999998,17.801300000000001,14.0335,10.142899999999999,13.5284,8.2332800000000006,14.473800000000001,127.41800000000001,5.8634700000000004,14.788,29.6,23.8,5.8,12.7,6.7,31.6,9.1999999999999993,11.2,20.7,10.199999999999999,14.8,5.3,2.6590699999999998,,8.6999999999999993,10.7,19.899999999999999,11.3,21.8,41.4,18,5.5,13,12.5,6.7,19.6235,9.7979400000000005,5.7,16.9876,9.3204700000000003,14.363899999999999,17.934000000000001,22.843,135.251,19.452300000000001,23.8935,44.07,32.1,8.5114800000000006,2.1,65.466200000000001,66.2,8.5131899999999998,7.0523400000000001,6.9,11.07,3.3,6.4,6,12.11,13.3,9.82,36.64,11.95,9.4960000000000004,13.84,30.3886,17.1341,15.368,7.8011100000000004,43.1,52.9,2,8.8000000000000007,5.7,4.5,8.4,8.7356300000000005,4.0290800000000004,5.8334799999999998,2.5222500000000001,11.489000000000001,70.546700000000001,3.1906500000000002,31.367899999999999,48.1295,34.989699999999999,9.3758900000000001,7.9343300000000001,24.7898,29.482500000000002,4.7,13.5,20.100000000000001,9.5,24.693999999999999,24.991199999999999,70.513999999999996,7.7191700000000001,15.5593,17.091999999999999,36.707700000000003,32.349400000000003,41.029899999999998,15.182399999999999,7.2910899999999996,18.751000000000001,16.1309,14.727499999999999,27.2958,5.15916,11.8066,7.6601400000000002,8.5131800000000002,9.3512699999999995,13.3962,10.348800000000001,3.6390199999999999,,14.4191,7.8209,9.1516999999999999,4.2927099999999996,17.695599999999999,10.7178,21.511600000000001,5.8756500000000003,7.97729,12.229900000000001,16.185099999999998,40.837400000000002,8.2194800000000008
05/12/23 10:00,6.6224999999999996,29.3003,14.391299999999999,15.6853,12.075699999999999,9.0031999999999996,13.5268,7.3064999999999998,23.885100000000001,78.540700000000001,5.7774299999999998,6.0246199999999996,28.1,18.100000000000001,3.7,7.1,4.5999999999999996,20.100000000000001,9.9,8.6999999999999993,15.5,7.8,12.4,4.4000000000000004,1.8364799999999999,,7.5,18.399999999999999,15,9.6,22.4,32.700000000000003,16.2,12.8,9,8.9,5.2,17.4252,8.0713000000000008,5.0999999999999996,13.034000000000001,10.0656,13.045199999999999,13.3903,15.795500000000001,109.15900000000001,11.308199999999999,13.137600000000001,30.247800000000002,13.8,4.9572799999999999,2.2000000000000002,,75.8,7.3546399999999998,6.9744900000000003,3,4.97,2.2000000000000002,4.7,4.4000000000000004,5.51,12.6,8.32,26.84,8.65,6.8040000000000003,14.64,26.789200000000001,21.185400000000001,14.0832,5.6309899999999997,46.2,54.2,1.2,6.6,5.8,3.9,7.8,6.5160200000000001,3.6689799999999999,5.2397,,9.4163099999999993,40.004100000000001,1.6190500000000001,31.852,23.814599999999999,19.273099999999999,8.0665499999999994,6.13558,16.1861,27.4999,4.4000000000000004,10.199999999999999,19.7,9,20.3704,17.2348,39.048099999999998,5.7850099999999998,12.9162,17.959299999999999,38.375100000000003,18.331,44.2958,11.740500000000001,5.7131400000000001,14.087,20.7563,13.8071,18.570599999999999,4.3519600000000001,11.366,7.6351800000000001,8.7447400000000002,8.2370000000000001,10.3429,7.7394100000000003,8.1532499999999999,,10.616199999999999,5.6059200000000002,7.57965,2.4519000000000002,13.7117,6.5628599999999997,20.251300000000001,4.9880000000000004,12.424300000000001,12.5326,13.308400000000001,33.1282,6.6989000000000001
05/12/23 11:00,7.6634799999999998,21.529699999999998,8.0445200000000003,13.137,11.292400000000001,7.9669800000000004,11.9983,5.4237099999999998,11.02,82.464600000000004,4.9441100000000002,5.1907800000000002,20.9,14.2,3.9,15.1,3.7,19,7.5,6.9,13.7,4.7,11.4,3.2,1.7217,,9.6,5.8,9.8000000000000007,8.1999999999999993,21.6,27,14.3,6.9,8.6999999999999993,7.3,4.9000000000000004,16.899999999999999,6.6797800000000001,4,10.029,7.6958000000000002,10.549799999999999,12.4931,7.6891400000000001,101.19199999999999,8.4423600000000008,10.989100000000001,29.735800000000001,9.6999999999999993,4.2498399999999998,,,,,6.2522399999999996,3.3,3.37,3.4,4.0999999999999996,4.9000000000000004,4.3099999999999996,10.4,8.42,20.14,8.35,5.8760000000000003,14.64,15.311400000000001,15.094099999999999,11.2239,4.7573100000000004,46.7,62.6,1.9,7.3,3.4,5.9,,5.0378999999999996,11.366400000000001,4.2454599999999996,,8.0644100000000005,20.206900000000001,3.14228,21.286899999999999,21.9359,12.942399999999999,6.9958,6.2275099999999997,13.0281,28.364999999999998,3.3,9.5,17.3,7.8,26.504799999999999,37.116700000000002,37.597099999999998,5.25061,7.5719399999999997,14.587199999999999,40.974699999999999,17.6022,63.291400000000003,7.8517400000000004,6.07599,11.3314,12.965299999999999,12.705,10.832599999999999,3.6527099999999999,8.4529800000000002,7.1948800000000004,7.5417800000000002,8.4993700000000008,10.3338,4.0009199999999998,3.1090499999999999,,10.4253,4.8830499999999999,8.9058499999999992,1.7254100000000001,32.3001,5.0203800000000003,14.214700000000001,5.1719099999999996,10.49,8.1631800000000005,34.021599999999999,30.5548,4.6859900000000003
05/12/23 12:00,8.7618200000000002,19.172599999999999,9.2920999999999996,9.3465000000000007,11.987,6.9079499999999996,8.7096199999999993,4.9531400000000003,9.84361,84.937899999999999,4.8463900000000004,4.8922999999999996,21.9,12.2,5.0999999999999996,7.7,3.6,16.5,6.7,7.3,15.5,3.2,9.1999999999999993,3.8,1.6451800000000001,,8,4.8,10.199999999999999,8.6,18.3,25.4,13.3,5.2,9.1,8,4.2,17.771999999999998,5.6658900000000001,3.8,10.6844,8.3798700000000004,9.0859500000000004,12.977399999999999,4.8087499999999999,94.266900000000007,8.2522199999999994,11.7378,44.645699999999998,8.5,39.7119,3,,96.5,7.3060099999999997,5.1756399999999996,3.3,,2.5,3.8,4.5,5.31,9,9.6199999999999992,27.14,9.15,6.8949999999999996,15.74,7.3699899999999996,10.756500000000001,10.2242,5.4233200000000004,48.6,63.9,1.3,7.4,3,3.9,9.9,5.5289200000000003,11.2575,3.6134400000000002,,7.2100799999999996,17.8996,1.7189000000000001,9.1452000000000009,8.2921600000000009,8.8382699999999996,6.9043999999999999,5.0451699999999997,11.0885,23.9938,2.2999999999999998,9.3000000000000007,21,8.4,17.408200000000001,30.5245,39.613999999999997,5.2267200000000003,6.7984299999999998,8.4573800000000006,36.405500000000004,11.186299999999999,84.104100000000003,7.0318399999999999,3.8633000000000002,11.066800000000001,5.1990499999999997,9.8692200000000003,10.290699999999999,3.0481799999999999,6.6001200000000004,7.1439000000000004,6.0222699999999998,9.3247199999999992,10.2074,5.2559300000000002,3.2067199999999998,,11.251899999999999,4.72593,6.3091799999999996,1.7965800000000001,9.5700900000000004,5.1210800000000001,15.9663,4.8956999999999997,5.9128600000000002,5.2808400000000004,13.5693,24.114000000000001,3.3061699999999998
05/12/23 01:00,3.1856800000000001,18.359400000000001,9.5772999999999993,6.3478399999999997,15.3735,3.6342599999999998,9.74,3.9392499999999999,8.0314599999999992,91.442499999999995,4.4783299999999997,5.06968,24.6,15.7,3.6,4.5,4.3,18.3,7.1,8.1,14.6,3.3,9.4,3.7,1.9321299999999999,,7,5.0999999999999996,10.1,8.6,20.5,36.9,16.899999999999999,5.0999999999999996,9.6,7.9,4.5,18.714200000000002,5.5979099999999997,3.4,13.0388,7.5184100000000003,8.5494900000000005,11.9663,5.1204999999999998,86.068100000000001,8.1975099999999994,16.102799999999998,36.454900000000002,7.2,4.96312,3.3,7.1,77,6.02752,3.9765999999999999,3.9,2.87,1.9,4.3,4.4000000000000004,3.71,8.6,10.220000000000001,24.84,7.95,6.8019999999999996,16.739999999999998,8.5869599999999995,10.2026,10.245699999999999,5.8800800000000004,50.6,66.400000000000006,1.9,6.3,3.6,7.1,6.6,5.6373100000000003,4.8916000000000004,4.01037,,6.8934199999999999,56.5837,1.4464399999999999,8.1828599999999998,,11.3377,6.8565800000000001,4.7863800000000003,9.5745900000000006,18.52,2.8,10.8,23.4,7.9,11.0243,19.7027,45.201999999999998,4.6594100000000003,8.0850000000000009,5.01213,28.139299999999999,13.9581,79.667699999999996,7.1616499999999998,3.9350000000000001,10.145099999999999,8.2996700000000008,8.7511500000000009,9.3114399999999993,2.6059399999999999,5.6021599999999996,6.2707499999999996,6.7923799999999996,9.3188800000000001,10.653600000000001,6.1673200000000001,2.9917099999999999,5.0762999999999998,9.0125200000000003,5.1053199999999999,6.5563200000000004,1.2451399999999999,8.7803299999999993,4.5860500000000002,12.650499999999999,4.9070200000000002,12.934699999999999,7.1508799999999999,13.492800000000001,24.712700000000002,2.7973599999999998
05/12/23 02:00,4.3913000000000002,17.621200000000002,9.3855699999999995,6.4083899999999998,14.7638,3.3888799999999999,8.1487599999999993,5.11991,8.8839000000000006,99.0762,3.7645200000000001,5.3575400000000002,22.8,17.899999999999999,3.3,4.2,3.7,29.1,8.8000000000000007,10.199999999999999,,3.7,10.3,4.7,1.7790900000000001,,6.7,5.4,12.3,10.1,20,32.9,15.1,4.5999999999999996,10.6,7.8,4.2,17.5596,5.6021599999999996,3,14.249700000000001,6.9092200000000004,9.3381500000000006,16.0199,6.9893999999999998,98.704300000000003,9.5396300000000007,15.9185,45.548099999999998,8.4,5.6525100000000004,3,7.2,90.1,7.6039599999999998,5.46793,2.9,2.4700000000000002,2.2000000000000002,4.5,5,4.8099999999999996,10.6,9.7200000000000006,22.34,8.4499999999999993,8.0060000000000002,16.64,10.7567,12.7811,11.0542,6.4807600000000001,53.1,66.7,1.5,6.7,3.3,5.2,8.3000000000000007,6.8008899999999999,4.6993400000000003,5.5503499999999999,,6.6887600000000003,63.333100000000002,1.72634,9.4172700000000003,30.492599999999999,5.37052,6.2901199999999999,4.2693399999999997,10.3504,26.151800000000001,2.8,11,22.9,9.6999999999999993,8.4829100000000004,22.706099999999999,41.7087,4.9411699999999996,5.8574700000000002,4.9211099999999997,27.92,13.4297,69.008899999999997,7.1734099999999996,3.5143599999999999,9.6791699999999992,4.6578400000000002,5.9823599999999999,10.200200000000001,2.79609,8.2242599999999992,6.9420799999999998,7.7372300000000003,11.947900000000001,11.220800000000001,6.5672499999999996,3.3093900000000001,4.73726,10.130599999999999,4.8743699999999999,6.9100700000000002,1.5394600000000001,9.6428499999999993,5.5167400000000004,19.6389,4.8374899999999998,2.6,6.97933,15.4604,34.980600000000003,2.43621
05/12/23 03:00,3.4554900000000002,15.085100000000001,6.4904799999999998,7.9844499999999998,14.596,3.7590699999999999,9.2093900000000009,5.8613400000000002,8.3023299999999995,135.137,3.5457000000000001,6.6661999999999999,27,16.8,3.4,4.8,3.8,26.3,8.6,10.8,,5.0999999999999996,11.9,3.7,1.7217,,8.5,5.8,11.5,10.9,21.1,38.9,18.600000000000001,4.5,11.8,8.6999999999999993,4.2,18.931999999999999,5.1225699999999996,3,17.0365,7.8562000000000003,8.7847000000000008,15.8239,7.9415300000000002,88.360399999999998,9.1529799999999994,13.114699999999999,37.523000000000003,9,5.1771599999999998,3.3,8,97.9,5.9868499999999996,5.0989100000000001,3.6,2.77,2.2000000000000002,4.4000000000000004,4.8,6.51,11.1,11.12,27.04,8.9499999999999993,6.9859999999999998,15.64,10.647,8.4100699999999993,10.838699999999999,7.0272800000000002,50.3,80.5,2.4,10.7,2,4.4000000000000004,8,7.7763099999999996,5.8146699999999996,6.5809100000000003,4.9101900000000001,6.8175499999999998,72.721000000000004,,15.2806,53.5764,6.5173300000000003,6.2396399999999996,3.9722900000000001,10.0922,12.8894,2.2999999999999998,11.7,26.5,9.5,8.9784299999999995,26.444099999999999,45.128500000000003,5.6685999999999996,6.1221699999999997,5.2467199999999998,31.005700000000001,11.1119,68.852699999999999,7.423,6.8306199999999997,13.4526,5.1252199999999997,6.5805800000000003,9.9137500000000003,2.7192400000000001,5.57308,5.7035200000000001,7.5693999999999999,10.3354,12.165100000000001,7.4154299999999997,3.01179,4.9965000000000002,9.8870900000000006,4.3361999999999998,6.6542899999999996,1.38157,11.357799999999999,5.4055499999999999,14.9322,6.2074699999999998,3.2,7.8864700000000001,14.2799,35.160600000000002,2.5530499999999998
05/12/23 04:00,5.51248,13.407400000000001,6.5473100000000004,8.36022,12.4535,3.9693900000000002,9.8754000000000008,4.2621700000000002,9.9195600000000006,127.015,3.6827200000000002,7.2801600000000004,26.7,16.100000000000001,3.5,5,3.9,20.8,7.4,9.6999999999999993,19.100000000000001,3.8,8.8000000000000007,3.3,1.7025699999999999,,9.8000000000000007,6,10.1,10.1,19.399999999999999,39.9,21.5,4.2,10.3,9.6,4.5,15.5945,4.9722600000000003,3,11.3674,8.3543800000000008,9.9171099999999992,9.3280100000000008,7.3715799999999998,93.130899999999997,8.86937,14.0144,29.1219,8.6,4.9286000000000003,3.8,8.1,97.5,4.8684500000000002,9.4238999999999997,3.6,2.67,2.5,4,4.9000000000000004,7.51,10.4,11.42,28.94,9.35,6.6139999999999999,16.239999999999998,8.1653000000000002,9.9353999999999996,10.3226,6.3713600000000001,50.7,74.5,2.4,7.6,2,3.5,10.8,10.092599999999999,4.8358400000000001,5.1304400000000001,5.2490399999999999,6.7060700000000004,54.252200000000002,9.74132,16.467300000000002,43.431199999999997,8.2293299999999991,6.1981900000000003,4.0190599999999996,10.7537,20.0185,2.4,12,19.399999999999999,9.9,10.886699999999999,27.42,43.763599999999997,5.4584900000000003,5.6307900000000002,6.0453599999999996,33.761699999999998,11.6404,61.4373,7.8543000000000003,3.78417,11.699199999999999,4.1022999999999996,6.4288699999999999,8.0017200000000006,2.8306300000000002,5.8466300000000002,6.6366899999999998,6.4721200000000003,11.9102,11.5862,6.2246800000000002,2.7826499999999998,4.8246200000000004,10.520799999999999,4.4317000000000002,7.0793299999999997,1.3540099999999999,11.271800000000001,5.2862400000000003,10.678000000000001,6.0340699999999998,3,8.9471000000000007,9.5163600000000006,26.682500000000001,2.31352
